Object,Type,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),Apparent magnitude V (known),"flux R (measured, W/m^2)","flux G (measured, W/m^2)","flux B (measured, W/m^2)","flux V (measured, W/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Apparent magnitude V (instrumental),Airmass
BD+61  1277,Bader,2024-03-05T21:04:41.245,180.7205875,60.79778888888889,180.70410011518103,60.81008806526871,0.014695312044059598,,9.767136,11.42,10.13,,,,,,,,-4.340168171229093,1.219519
GALEX J120158.4+610016,Bader,2024-03-05T21:04:41.245,180.49353499999998,61.00461611111111,180.55064961541206,61.001579468761655,0.02785304110191412,,19.960655,,,,,,,,,,-6.1601620699608475,1.219519
Gaia DR3 1582294749603370624,Bader,2024-03-05T21:04:41.245,180.50535291666665,60.722285,180.51901109617683,60.732507220926905,0.012210426852677989,,20.176197,,,,,,,,,,-4.813130377096861,1.219519
Gaia DR3 1582294985825349120,Bader,2024-03-05T21:04:41.245,180.4902725,60.74276416666667,180.46699238682297,60.74870425828894,0.012834068209037628,,17.232594,,,,,,,,,,-4.315725898776304,1.219519
Gaia DR3 1582307767648078592,Bader,2024-03-05T21:04:41.245,180.2604670833333,60.976418888888894,180.29591941149215,60.95029041648246,0.03128567750607958,,21.038603,,,,,,,,,,-5.492814838042404,1.219519
Gaia DR3 1582386627543700224,Bader,2024-03-05T21:04:41.245,180.77453791666667,60.936746666666664,180.704001071723,60.92332187244967,0.03680777224450394,,20.280472,,,,,,,,,,-5.115981468761732,1.219519
Gaia DR3 1582387447881389056,Bader,2024-03-05T21:04:41.245,180.70063999999996,60.96863527777778,180.6878649497188,60.93955929979786,0.029730160796071353,,20.324024,,,,,,,,,,-4.409234848582145,1.219519
LEDA 2607793,Bader,2024-03-05T21:04:41.245,180.6476420833333,60.84814472222222,180.64605710498628,60.854909970316854,0.0068091533617733084,,19.61422,,,,,,,,,,-5.795666937129101,1.219519
SDSS J120123.28+605818.8,Bader,2024-03-05T21:04:41.245,180.34712,60.97181722222222,180.39550580880137,60.98793151535752,0.028471762663595704,,20.128153,,,,,,,,,,-4.550638592403645,1.219519
SDSS J120202.61+605825.1,Bader,2024-03-05T21:04:41.245,180.51094166666664,60.973552777777776,180.52812175527447,60.96374830387294,0.012870048665771657,,19.831186,,,,,,,,,,-4.425049257783106,1.219519
SDSS J120241.19+604322.6,Bader,2024-03-05T21:04:41.245,180.67167749999996,60.72295888888889,180.6282122152605,60.70148109786345,0.03022272781102692,,19.88113,21.6,20.46,,,,,,,,-5.512977171521375,1.219519
SDSS J120249.78+604546.7,Bader,2024-03-05T21:04:41.245,180.70744166666665,60.762997222222225,180.70710167501642,60.776348146705956,0.013351956746571317,,,,,,,,,,,,-4.265225958496456,1.219519
SDSS J120251.27+605127.9,Bader,2024-03-05T21:04:41.245,180.71366625,60.85774333333333,180.71121918137018,60.84284624938253,0.014944693245104586,,16.586504,,,,,,,,,,-5.23780592213215,1.219519
SDSS J120252.42+605306.3,Bader,2024-03-05T21:04:41.245,180.71842291666664,60.885082777777775,180.6953085571686,60.87977180050877,0.012438379636449387,,20.805779,,,,,,,,,,-5.308460009117404,1.219519
TYC 4154-593-1,Bader,2024-03-05T21:04:41.245,180.61884833333332,60.85004083333334,180.61407299142238,60.84438117338868,0.006119088274876002,,12.370372,13.09,12.3,,,,,,,,-4.989391708931733,1.219519
TYC 4154-670-1,Bader,2024-03-05T21:04:41.245,180.52546166666664,60.79639888888889,180.5204107386074,60.791863598648135,0.005161694414207497,,11.886413,12.73,12.22,,,,,,,,-4.699094635222185,1.219519
BD+61  1277,Bader,2024-03-05T23:12:14.315,180.7205875,60.79778888888889,180.6888973020088,60.80735333789445,0.018178649755175386,,9.767136,11.42,10.13,,,,,,,,-5.771902972980571,1.060359
GALEX J120158.4+610016,Bader,2024-03-05T23:12:14.315,180.49353499999998,61.00461611111111,180.41118384738374,60.9985071432154,0.04038735786551677,,19.960655,,,,,,,,,,-6.103668851057108,1.060359
Gaia DR3 1582294985825349120,Bader,2024-03-05T23:12:14.315,180.4902725,60.74276416666667,180.44623348978052,60.75455159571906,0.024536168098867023,,17.232594,,,,,,,,,,-5.937840989285766,1.060359
LEDA 2607793,Bader,2024-03-05T23:12:14.315,180.6476420833333,60.84814472222222,180.67708719907031,60.85209840252608,0.01487755285618526,,19.61422,,,,,,,,,,-5.886840078843817,1.060359
SDSS J120123.28+605818.8,Bader,2024-03-05T23:12:14.315,180.34712,60.97181722222222,180.3269483121111,60.94734772750959,0.026355965144722843,,20.128153,,,,,,,,,,-5.598101152010724,1.060359
SDSS J120200.28+605129.5,Bader,2024-03-05T23:12:14.315,180.50115874999997,60.85819611111111,180.49205968203364,60.89874672141488,0.04079167581893156,,21.862967,,,,,,,,,,-5.832624755533215,1.060359
SDSS J120241.19+604322.6,Bader,2024-03-05T23:12:14.315,180.67167749999996,60.72295888888889,180.6593667368335,60.69870127803198,0.024994077219242166,,19.88113,21.6,20.46,,,,,,,,-5.581913029170301,1.060359
SDSS J120249.78+604546.7,Bader,2024-03-05T23:12:14.315,180.70744166666665,60.762997222222225,180.76738826882894,60.7597744697163,0.029457608003599048,,,,,,,,,,,,-5.993098014602552,1.060359
SDSS J120251.27+605127.9,Bader,2024-03-05T23:12:14.315,180.71366625,60.85774333333333,180.74225761818005,60.84001796356781,0.02254235517127722,,16.586504,,,,,,,,,,-5.351518855090051,1.060359
SDSS J120252.42+605306.3,Bader,2024-03-05T23:12:14.315,180.71842291666664,60.885082777777775,180.72636898756207,60.87693149690725,0.009021928132180258,,20.805779,,,,,,,,,,-5.537637113664431,1.060359
SDSS J120252.53+604350.7,Bader,2024-03-05T23:12:14.315,180.71896791666666,60.730650000000004,180.7366009658955,60.72111187398707,0.012857717624084964,,20.05006,,,,,,,,,,-7.237737877744509,1.060359
TYC 4154-416-1,Bader,2024-03-05T23:12:14.315,180.77275708333332,60.69710805555555,180.7631555381713,60.690143842848194,0.008401666187623164,,12.384351,13.41,12.71,,,,,,,,-7.318876951320444,1.060359
TYC 4154-593-1,Bader,2024-03-05T23:12:14.315,180.61884833333332,60.85004083333334,180.56986875608035,60.840820325257326,0.025580794208428518,,12.370372,13.09,12.3,,,,,,,,-6.934204232551639,1.060359
TYC 4154-670-1,Bader,2024-03-05T23:12:14.315,180.52546166666664,60.79639888888889,180.4951221248866,60.80856977736728,0.01916191802413621,,11.886413,12.73,12.22,,,,,,,,-5.8945331882876095,1.060359
BD+61  1277,Bader,2024-03-05T21:17:22.118,180.7205875,60.79778888888889,180.71152377788644,60.80770241100403,0.010854819119325483,,9.767136,11.42,10.13,,,,,,,,-4.230286414388808,1.196503
Gaia DR3 1582294749603370624,Bader,2024-03-05T21:17:22.118,180.50535291666665,60.722285,180.49325204394265,60.71878526989363,0.006875527090348256,,20.176197,,,,,,,,,,-3.8470348661705094,1.196503
Gaia DR3 1582294985825349120,Bader,2024-03-05T21:17:22.118,180.4902725,60.74276416666667,180.47482926173728,60.74636391482375,0.008361698413889415,,17.232594,,,,,,,,,,-4.264380308742009,1.196503
Gaia DR3 1582386627543700224,Bader,2024-03-05T21:17:22.118,180.77453791666667,60.936746666666664,180.7116710800808,60.92097180515559,0.034379451427694024,,20.280472,,,,,,,,,,-5.093585946592059,1.196503
Gaia DR3 1582387447881389056,Bader,2024-03-05T21:17:22.118,180.70063999999996,60.96863527777778,180.69679367863736,60.9809430675302,0.012448471465529435,,20.324024,,,,,,,,,,-3.8256713339593174,1.196503
LEDA 2607793,Bader,2024-03-05T21:17:22.118,180.6476420833333,60.84814472222222,180.62809211184162,60.82218901538684,0.027648970956400704,,19.61422,,,,,,,,,,-4.054542944159064,1.196503
SDSS J120123.28+605818.8,Bader,2024-03-05T21:17:22.118,180.34712,60.97181722222222,180.3071716908983,60.9846973076599,0.023270228525953507,,20.128153,,,,,,,,,,-3.6772006398196866,1.196503
SDSS J120200.28+605129.5,Bader,2024-03-05T21:17:22.118,180.50115874999997,60.85819611111111,180.52341132724882,60.85347886410491,0.011819361433157968,,21.862967,,,,,,,,,,-3.3467401481686587,1.196503
SDSS J120202.61+605825.1,Bader,2024-03-05T21:17:22.118,180.51094166666664,60.973552777777776,180.53587836022862,60.961416409238076,0.017139078280884207,,19.831186,,,,,,,,,,-4.375968551083135,1.196503
SDSS J120241.19+604322.6,Bader,2024-03-05T21:17:22.118,180.67167749999996,60.72295888888889,180.6580405231986,60.72583996179055,0.007264381300654971,,19.88113,21.6,20.46,,,,,,,,-3.1358068996229447,1.196503
SDSS J120249.78+604546.7,Bader,2024-03-05T21:17:22.118,180.70744166666665,60.762997222222225,180.71475399231772,60.774009792958196,0.011577047100950177,,,,,,,,,,,,-4.376944518105729,1.196503
SDSS J120251.27+605127.9,Bader,2024-03-05T21:17:22.118,180.71366625,60.85774333333333,180.71891682447483,60.8405273403668,0.01740493586127297,,16.586504,,,,,,,,,,-5.217907555903491,1.196503
SDSS J120252.42+605306.3,Bader,2024-03-05T21:17:22.118,180.71842291666664,60.885082777777775,180.70297441354555,60.87743962459255,0.010720616474260867,,20.805779,,,,,,,,,,-5.309307695071034,1.196503
SDSS J120252.53+604350.7,Bader,2024-03-05T21:17:22.118,180.71896791666666,60.730650000000004,180.7362508482411,60.73092665356039,0.008454390861949749,,20.05006,,,,,,,,,,-3.0810789339274574,1.196503
TYC 4154-593-1,Bader,2024-03-05T21:17:22.118,180.61884833333332,60.85004083333334,180.62174608974243,60.84204734949099,0.008117178242065233,,12.370372,13.09,12.3,,,,,,,,-4.98374060975585,1.196503
TYC 4154-670-1,Bader,2024-03-05T21:17:22.118,180.52546166666664,60.79639888888889,180.52812338881233,60.789542718008725,0.006978111737328766,,11.886413,12.73,12.22,,,,,,,,-4.647958984594724,1.196503
BD+61  1277,ZWO,2024-03-05T23:01:23.016,180.7205875,60.79778888888889,180.76154444122358,60.80441343320983,0.021050107803341413,,9.767136,11.42,10.13,,,,,,,-6.509495034075369,,1.069161
GALEX J120158.4+610016,ZWO,2024-03-05T23:01:23.016,180.49353499999998,61.00461611111111,180.4818340979357,60.995104092907056,0.011075125750295569,,19.960655,,,,,,,,,-4.310806529709596,,1.069161
Gaia DR3 1582294985825349120,ZWO,2024-03-05T23:01:23.016,180.4902725,60.74276416666667,180.44527832812676,60.74744922143239,0.02248204002658259,,17.232594,,,,,,,,,-4.8445837123896425,,1.069161
Gaia DR3 1582386627543700224,ZWO,2024-03-05T23:01:23.016,180.77453791666667,60.936746666666664,180.72031699206192,60.92165934111869,0.030359637330754453,,20.280472,,,,,,,,,-5.15619044762485,,1.069161
Gaia DR3 1582387447881389056,ZWO,2024-03-05T23:01:23.016,180.70063999999996,60.96863527777778,180.71286020171542,60.98140581835573,0.014079818654602332,,20.324024,,,,,,,,,-4.060418950328578,,1.069161
LEDA 2607793,ZWO,2024-03-05T23:01:23.016,180.6476420833333,60.84814472222222,180.6463106065658,60.85239219135512,0.004296698279226437,,19.61422,,,,,,,,,-5.079621485869459,,1.069161
SDSS J120123.28+605818.8,ZWO,2024-03-05T23:01:23.016,180.34712,60.97181722222222,180.33705289839844,60.990413034596905,0.019226364620413185,,20.128153,,,,,,,,,-4.975941587109039,,1.069161
SDSS J120200.28+605129.5,ZWO,2024-03-05T23:01:23.016,180.50115874999997,60.85819611111111,180.48884623420665,60.85324224408396,0.007777963055355076,,21.862967,,,,,,,,,-5.4884380124120185,,1.069161
SDSS J120202.61+605825.1,ZWO,2024-03-05T23:01:23.016,180.51094166666664,60.973552777777776,180.48506538553704,60.96257754978427,0.016677859845358977,,19.831186,,,,,,,,,-7.000422776855046,,1.069161
SDSS J120241.19+604322.6,ZWO,2024-03-05T23:01:23.016,180.67167749999996,60.72295888888889,180.65321893416564,60.74336239993155,0.022309985950416084,,19.88113,21.6,20.46,,,,,,,-5.380369252740112,,1.069161
SDSS J120249.78+604546.7,ZWO,2024-03-05T23:01:23.016,180.70744166666665,60.762997222222225,180.7306421265251,60.76575176050589,0.011661159342752277,,,,,,,,,,,-6.876599660408177,,1.069161
SDSS J120251.27+605127.9,ZWO,2024-03-05T23:01:23.016,180.71366625,60.85774333333333,180.6829697344076,60.85201530747036,0.016009695772262612,,16.586504,,,,,,,,,-5.662001795307114,,1.069161
SDSS J120252.42+605306.3,ZWO,2024-03-05T23:01:23.016,180.71842291666664,60.885082777777775,180.73626772859546,60.884728358070646,0.008689901377583608,,20.805779,,,,,,,,,-5.200299716320003,,1.069161
TYC 4154-593-1,ZWO,2024-03-05T23:01:23.016,180.61884833333332,60.85004083333334,180.58960722156084,60.83311409685009,0.02212447331941822,,12.370372,13.09,12.3,,,,,,,-4.753668236116342,,1.069161
TYC 4154-670-1,ZWO,2024-03-05T23:01:23.016,180.52546166666664,60.79639888888889,180.5577903030529,60.79557629629129,0.015795247825475426,,11.886413,12.73,12.22,,,,,,,-4.503866504408731,,1.069161
BD+61  1277,ZWO,2024-03-05T21:00:20.820,180.7205875,60.79778888888889,180.696417371465,60.8106958655356,0.017481297197349744,,9.767136,11.42,10.13,,,,,,,-3.9419773799172764,,1.226991
GALEX J120158.4+610016,ZWO,2024-03-05T21:00:20.820,180.49353499999998,61.00461611111111,180.51696016327926,60.99809878876457,0.01309351398965976,,19.960655,,,,,,,,,-4.197130975844214,,1.226991
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:00:20.820,180.4902725,60.74276416666667,180.50797412707215,60.76685563893685,0.025596651363436654,,17.232594,,,,,,,,,-4.71857398950805,,1.226991
Gaia DR3 1582307767648078592,ZWO,2024-03-05T21:00:20.820,180.2604670833333,60.976418888888894,180.28454590302482,60.984610015454585,0.01426659574027247,,21.038603,,,,,,,,,-5.4031759684870355,,1.226991
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:00:20.820,180.70063999999996,60.96863527777778,180.69316425580618,60.95764616719896,0.011572670193810364,,20.324024,,,,,,,,,-4.843115318841718,,1.226991
LEDA 2607793,ZWO,2024-03-05T21:00:20.820,180.6476420833333,60.84814472222222,180.64709507991708,60.844516834972,0.003637660603558541,,19.61422,,,,,,,,,-5.620979812392087,,1.226991
SDSS J120053.39+605222.0,ZWO,2024-03-05T21:00:20.820,180.22253249999997,60.872656666666664,180.24267656987783,60.859462001588774,0.01644020465576087,,20.979723,,,,,,,,,-4.384386057026759,,1.226991
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:00:20.820,180.34712,60.97181722222222,180.40901891729695,60.946174352549704,0.039502334956735045,,20.128153,,,,,,,,,-5.853171628228969,,1.226991
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:00:20.820,180.50115874999997,60.85819611111111,180.45299394727923,60.84573425601221,0.0265640162927088,,21.862967,,,,,,,,,-5.393497907913595,,1.226991
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:00:20.820,180.51094166666664,60.973552777777776,180.54247491933523,60.97110496527415,0.015495502906951395,,19.831186,,,,,,,,,-4.6773477715187,,1.226991
SDSS J120241.19+604322.6,ZWO,2024-03-05T21:00:20.820,180.67167749999996,60.72295888888889,180.61741986228438,60.73584750345699,0.029493643217185863,,19.88113,21.6,20.46,,,,,,,-5.331133095798322,,1.226991
SDSS J120251.27+605127.9,ZWO,2024-03-05T21:00:20.820,180.71366625,60.85774333333333,180.72086326218584,60.86014115328524,0.004246437555009715,,16.586504,,,,,,,,,-3.986836580777426,,1.226991
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:00:20.820,180.71842291666664,60.885082777777775,180.7004035253262,60.8772192273591,0.011778140321360053,,20.805779,,,,,,,,,-5.1387407627258455,,1.226991
TYC 4154-593-1,ZWO,2024-03-05T21:00:20.820,180.61884833333332,60.85004083333334,180.61038088788993,60.8448967580923,0.0065935941989513445,,12.370372,13.09,12.3,,,,,,,-5.0160815365529485,,1.226991
TYC 4154-670-1,ZWO,2024-03-05T21:00:20.820,180.52546166666664,60.79639888888889,180.52190711087047,60.788065500015016,0.008511992511836357,,11.886413,12.73,12.22,,,,,,,-4.456318995196432,,1.226991
BD+61  1277,ZWO,2024-03-05T23:09:42.914,180.7205875,60.79778888888889,180.6762466543444,60.81198894446322,0.025873670598263874,,9.767136,11.42,10.13,,,,,,,-5.702583602981981,,1.062285
GALEX J120158.4+610016,ZWO,2024-03-05T23:09:42.914,180.49353499999998,61.00461611111111,180.56879537848647,61.00340311751183,0.03650250667815125,,19.960655,,,,,,,,,-6.325179892477307,,1.062285
Gaia DR3 1582294985825349120,ZWO,2024-03-05T23:09:42.914,180.4902725,60.74276416666667,180.43348365044636,60.759201455494534,0.03225061108360819,,17.232594,,,,,,,,,-5.792849052921927,,1.062285
LEDA 2607793,ZWO,2024-03-05T23:09:42.914,180.6476420833333,60.84814472222222,180.66424095419524,60.85676658895431,0.011819397589787723,,19.61422,,,,,,,,,-5.652052638707752,,1.062285
SDSS J120123.28+605818.8,ZWO,2024-03-05T23:09:42.914,180.34712,60.97181722222222,180.40339793891957,60.9747989793964,0.027469325246239115,,20.128153,,,,,,,,,-6.982089568606906,,1.062285
SDSS J120200.28+605129.5,ZWO,2024-03-05T23:09:42.914,180.50115874999997,60.85819611111111,180.55705336935827,60.84551137891217,0.03003463166834398,,21.862967,,,,,,,,,-6.873030140118584,,1.062285
SDSS J120202.61+605825.1,ZWO,2024-03-05T23:09:42.914,180.51094166666664,60.973552777777776,180.56157821951916,60.95094952465523,0.0333915837102014,,19.831186,,,,,,,,,-5.62537269880147,,1.062285
SDSS J120241.19+604322.6,ZWO,2024-03-05T23:09:42.914,180.67167749999996,60.72295888888889,180.64661027709258,60.70342071737542,0.02306744953017158,,19.88113,21.6,20.46,,,,,,,-5.626332542277615,,1.062285
SDSS J120251.27+605127.9,ZWO,2024-03-05T23:09:42.914,180.71366625,60.85774333333333,180.72954695995577,60.84473520346356,0.01513420296990352,,16.586504,,,,,,,,,-5.238490367428991,,1.062285
SDSS J120252.53+604350.7,ZWO,2024-03-05T23:09:42.914,180.71896791666666,60.730650000000004,180.72382606915312,60.72580926672529,0.005392147670086431,,20.05006,,,,,,,,,-6.903350334564006,,1.062285
TYC 4154-670-1,ZWO,2024-03-05T23:09:42.914,180.52546166666664,60.79639888888889,180.48240405204334,60.81317073256989,0.026877833619721157,,11.886413,12.73,12.22,,,,,,,-5.545636658933395,,1.062285
BD+61  1277,ZWO,2024-03-05T21:11:20.398,180.7205875,60.79778888888889,180.71508134655429,60.81298294345649,0.01542960462598609,,9.767136,11.42,10.13,,,,,,,-3.9591460020688403,,1.206547
GALEX J120158.4+610016,ZWO,2024-03-05T21:11:20.398,180.49353499999998,61.00461611111111,180.46490901649705,60.989988039197335,0.020164729243155367,,19.960655,,,,,,,,,-4.395941133942503,,1.206547
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:11:20.398,180.4902725,60.74276416666667,180.46893074232784,60.73715936425629,0.011841697195414776,,17.232594,,,,,,,,,-2.755218570433473,,1.206547
Gaia DR3 1582307767648078592,ZWO,2024-03-05T21:11:20.398,180.2604670833333,60.976418888888894,180.30339870999003,60.986956808013986,0.023340009679388433,,21.038603,,,,,,,,,-5.41005775103947,,1.206547
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:11:20.398,180.70063999999996,60.96863527777778,180.6957828839719,60.97622692217922,0.007949067044509569,,20.324024,,,,,,,,,-4.257749313767299,,1.206547
LEDA 2607793,ZWO,2024-03-05T21:11:20.398,180.6476420833333,60.84814472222222,180.66591607989264,60.84682064278792,0.008999856576227993,,19.61422,,,,,,,,,-5.650485229352489,,1.206547
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:11:20.398,180.34712,60.97181722222222,180.3691771764132,60.97660553359012,0.01172455944670228,,20.128153,,,,,,,,,-3.2961141565224725,,1.206547
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:11:20.398,180.50115874999997,60.85819611111111,180.47184348340372,60.84804710451182,0.017517526351119975,,21.862967,,,,,,,,,-5.459223040049013,,1.206547
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:11:20.398,180.51094166666664,60.973552777777776,180.54982545544425,60.96822190365115,0.019607115349860704,,19.831186,,,,,,,,,-3.2720907476634937,,1.206547
SDSS J120241.19+604322.6,ZWO,2024-03-05T21:11:20.398,180.67167749999996,60.72295888888889,180.6362103968622,60.73813272683917,0.02304208729154096,,19.88113,21.6,20.46,,,,,,,-5.362456133025404,,1.206547
SDSS J120249.78+604546.7,ZWO,2024-03-05T21:11:20.398,180.70744166666665,60.762997222222225,180.73658173081185,60.76996357652359,0.01584472944318963,,,,,,,,,,,-2.9027816347722557,,1.206547
SDSS J120251.27+605127.9,ZWO,2024-03-05T21:11:20.398,180.71366625,60.85774333333333,180.7118303661084,60.84670160311078,0.011077878260420546,,16.586504,,,,,,,,,-4.155280534856357,,1.206547
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:11:20.398,180.71842291666664,60.885082777777775,180.7192413519315,60.87953363864545,0.005563411903954126,,20.805779,,,,,,,,,-5.168136983927793,,1.206547
TYC 4154-593-1,ZWO,2024-03-05T21:11:20.398,180.61884833333332,60.85004083333334,180.62924186909382,60.847191888297516,0.005809415517477968,,12.370372,13.09,12.3,,,,,,,-5.033795183652589,,1.206547
TYC 4154-670-1,ZWO,2024-03-05T21:11:20.398,180.52546166666664,60.79639888888889,180.5406309211003,60.7903744527617,0.009543760760637024,,11.886413,12.73,12.22,,,,,,,-4.4452850844879706,,1.206547
[PKK96] VB 133+55,ZWO,2024-03-05T21:11:20.398,180.75,61.0,180.69705081925517,61.01999384759166,0.03253155256372082,,,,,,,,,,,-3.4514808836306186,,1.206547
BD+61  1277,ZWO,2024-03-05T21:25:14.362,180.7205875,60.79778888888889,180.71429935765968,60.80801821402715,0.01067934264098332,,9.767136,11.42,10.13,,,,,,-4.141181577922376,,,1.180684
GALEX J120158.4+610016,ZWO,2024-03-05T21:25:14.362,180.49353499999998,61.00461611111111,180.53517542021376,60.99543525653587,0.02217723344550038,,19.960655,,,,,,,,-4.236028072107151,,,1.180684
Gaia DR3 1582294749603370624,ZWO,2024-03-05T21:25:14.362,180.50535291666665,60.722285,180.56464068277043,60.743564073306445,0.035957061793130414,,20.176197,,,,,,,,-4.432882191711134,,,1.180684
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:25:14.362,180.4902725,60.74276416666667,180.4745428246096,60.745497299159,0.008158674466871366,,17.232594,,,,,,,,-3.2253400716133322,,,1.180684
Gaia DR3 1582307767648078592,ZWO,2024-03-05T21:25:14.362,180.2604670833333,60.976418888888894,180.29320733143456,60.939499954275064,0.04019477978196283,,21.038603,,,,,,,,-3.2034603922049683,,,1.180684
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:25:14.362,180.70063999999996,60.96863527777778,180.69498732064716,60.97122989212157,0.0037757704391831555,,20.324024,,,,,,,,-4.319966523066699,,,1.180684
LEDA 2607793,ZWO,2024-03-05T21:25:14.362,180.6476420833333,60.84814472222222,180.6666486617877,60.81792719981217,0.03160540057740259,,19.61422,,,,,,,,-4.616369503015207,,,1.180684
SDSS J120053.39+605222.0,ZWO,2024-03-05T21:25:14.362,180.22253249999997,60.872656666666664,180.26075010997008,60.856778187994244,0.02446122565426928,,20.979723,,,,,,,,-4.5111262111025505,,,1.180684
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:25:14.362,180.34712,60.97181722222222,180.36830213631725,60.97157112588608,0.010281400429566356,,20.128153,,,,,,,,-3.3830631492921723,,,1.180684
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:25:14.362,180.50115874999997,60.85819611111111,180.50833541012963,60.877266972963795,0.01938825347539889,,21.862967,,,,,,,,-2.8988606091550064,,,1.180684
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:25:14.362,180.51094166666664,60.973552777777776,180.54908704085318,60.963255507920756,0.021182883256708425,,19.831186,,,,,,,,-3.263218811460735,,,1.180684
SDSS J120249.78+604546.7,ZWO,2024-03-05T21:25:14.362,180.70744166666665,60.762997222222225,180.73586309228457,60.7649743659271,0.014021356576999242,,,,,,,,,,-2.9910399666207805,,,1.180684
SDSS J120251.27+605127.9,ZWO,2024-03-05T21:25:14.362,180.71366625,60.85774333333333,180.7386485658294,60.85746938982473,0.012169015866152707,,16.586504,,,,,,,,-3.805685518031281,,,1.180684
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:25:14.362,180.71842291666664,60.885082777777775,180.65193474345082,60.882105741574954,0.03248886715877312,,20.805779,,,,,,,,-3.090226144699477,,,1.180684
TYC 4154-593-1,ZWO,2024-03-05T21:25:14.362,180.61884833333332,60.85004083333334,180.62751753406602,60.85620374346959,0.00747058067272109,,12.370372,13.09,12.3,,,,,,-3.8945444391674795,,,1.180684
TYC 4154-670-1,ZWO,2024-03-05T21:25:14.362,180.52546166666664,60.79639888888889,180.54273962966397,60.786895044770844,0.012704797986607737,,11.886413,12.73,12.22,,,,,,-3.523040398970705,,,1.180684
[PKK96] VB 133+55,ZWO,2024-03-05T21:25:14.362,180.75,61.0,180.69625790278312,61.01498506255321,0.03005126280724471,,,,,,,,,,-3.52944675162804,,,1.180684
2MASS J12004716+6055285,ZWO,2024-03-05T22:07:06.632,180.19645125,60.92463361111111,180.24782598764327,60.940143193493554,0.029386175815656567,,14.854797,15.226,14.933,,,,,,-3.264317841667668,,,1.116355
GALEX J120158.4+610016,ZWO,2024-03-05T22:07:06.632,180.49353499999998,61.00461611111111,180.44055615181017,60.99327600705591,0.028077450065196335,,19.960655,,,,,,,,-2.6829088794037386,,,1.116355
Gaia DR3 1582294985825349120,ZWO,2024-03-05T22:07:06.632,180.4902725,60.74276416666667,180.54805607809323,60.75062709353827,0.029311508353971057,,17.232594,,,,,,,,-2.9410559216397765,,,1.116355
Gaia DR3 1582307767648078592,ZWO,2024-03-05T22:07:06.632,180.2604670833333,60.976418888888894,180.23849824523802,60.95372111786923,0.02507739833140836,,21.038603,,,,,,,,-1.2599748844704595,,,1.116355
Gaia DR3 1582387447881389056,ZWO,2024-03-05T22:07:06.632,180.70063999999996,60.96863527777778,180.68096206908777,60.99169541880985,0.024957891586258545,,20.324024,,,,,,,,-2.0792481068325825,,,1.116355
SDSS J120053.39+605222.0,ZWO,2024-03-05T22:07:06.632,180.22253249999997,60.872656666666664,180.26277541706125,60.87645645570221,0.01995233094739382,,20.979723,,,,,,,,-3.03196457108894,,,1.116355
SDSS J120123.28+605818.8,ZWO,2024-03-05T22:07:06.632,180.34712,60.97181722222222,180.32297374485157,60.97224055803629,0.011724290575866781,,20.128153,,,,,,,,-3.42546194173529,,,1.116355
SDSS J120200.28+605129.5,ZWO,2024-03-05T22:07:06.632,180.50115874999997,60.85819611111111,180.5229972556315,60.84483527512378,0.01707797721520866,,21.862967,,,,,,,,-2.2247560590215216,,,1.116355
SDSS J120202.61+605825.1,ZWO,2024-03-05T22:07:06.632,180.51094166666664,60.973552777777776,180.50379585486368,60.963880364524094,0.010275261946272778,,19.831186,,,,,,,,-3.218291030054803,,,1.116355
SDSS J120241.19+604322.6,ZWO,2024-03-05T22:07:06.632,180.67167749999996,60.72295888888889,180.5974412130719,60.72963921423049,0.03690978624653769,,19.88113,21.6,20.46,,,,,,-2.1895772725770737,,,1.116355
SDSS J120249.78+604546.7,ZWO,2024-03-05T22:07:06.632,180.70744166666665,60.762997222222225,180.67221797642537,60.75560837421925,0.018725472722140302,,,,,,,,,,-2.6662748596976065,,,1.116355
SDSS J120251.27+605127.9,ZWO,2024-03-05T22:07:06.632,180.71366625,60.85774333333333,180.6892399213201,60.842650677565025,0.019218457589963288,,16.586504,,,,,,,,-2.453311171950558,,,1.116355
